217	далее	далее	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2127.5942127.839
218	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2127.8392128.084
219	и	и	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#2128.0842128.329
220	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2128.3292128.574
221	что	что	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2128.5742128.819
222	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@oc1983f-words#@oc1983f#2128.8192129.064
223	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2129.0642129.309
224	чуткая	чуткий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2129.3092129.554
225	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2129.5542129.799
226	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2129.7992130.044
227	чувствительная	чувствительный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2130.0442130.289
228	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2130.2892130.534
229	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2130.5342130.779
230	эмоциональная	эмоциональный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2130.7792131.053
231	еще	еще	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2131.3242131.613
232	и	и	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#2131.6132131.902
233	замкнутая	замкнуть	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2131.9022132.191
234	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2132.1912132.48
235	и	и	CCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2132.482132.769
236	се...	се..ей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2132.7692133.058
237	супер	супер	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2133.0582133.347
238	воспитанная	воспитать	VERB	_	Aspect=Perf|Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@oc1983f-words#@oc1983f#2133.3472133.637
239	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2133.9832134.22
240	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2134.222134.457
241	все	все	DET	_	Case=Nom|Number=Plur	_	_	_	@oc1983f-words#@oc1983f#2134.4572134.694
242	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2134.6942134.931
243	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2134.9312135.168
244	что	что	SCONJ	_	_	_	_	_	@oc1983f-words#@oc1983f#2135.1682135.405
245	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2135.4052135.642
246	неспортивный	неспортивный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2135.6422135.879
247	характер	характер	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2135.8792136.12
248	что	что	PRON	_	Case=Nom	_	_	_	@oc1983f-words#@oc1983f#2136.1262136.305
249	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2136.3052136.484
250	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@oc1983f-words#@oc1983f#2136.4842136.663
251	с…	с…	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2136.6632136.842
252	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2136.8422137.021
253	в…	в…	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2137.0212137.2
254	/	/	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2137.22137.379
255	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@oc1983f-words#@oc1983f#2137.3792137.558
256	не	не	PART	_	_	_	_	_	@oc1983f-words#@oc1983f#2137.5582137.737
257	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@oc1983f-words#@oc1983f#2137.7372137.916
258	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@oc1983f-words#@oc1983f#2137.9162138.095
259	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2164.4622167.286
260	#хмыкает#	#хмыкает#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@oc1983f-words#@oc1983f#2204.3812204.672
261	уже	уже	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1888.291888.584
262	давно	давно	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1888.5841888.878
263	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1888.8781889.172
264	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1889.1721889.466
265	вообще-то	вообщй-то	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1889.4661889.76
266	два	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@mm1995f-words#@mm1995f#1889.761890.054
267	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1890.0541890.348
268	уже	уже	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1890.3481890.642
269	беременна	беременный	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1890.6421890.936
270	вообще-то	вообщй-то	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1890.9361891.23
271	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1891.231891.524
272	как	как	SCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1891.5241891.818
273	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1891.8181892.112
274	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1892.1121892.406
275	Саша	Саша	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1892.4061892.7
276	сделал	делать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1892.71892.994
277	предложение	предложение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1892.9941893.292
278	естественно	естественне	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1893.6511894.004
279	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1894.0041894.357
280	начали	начать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1894.3571894.712
281	наверно	наверно	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1895.2761895.561
282	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1895.5611895.846
283	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@mm1995f-words#@mm1995f#1895.8461896.131
284	беременна	беременный	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1896.1311896.419
285	у	у	ADP	_	_	_	_	_	@mm1995f-words#@mm1995f#1896.6681896.96
286	всех	все	DET	_	Case=Acc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1896.961897.252
287	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1897.2521897.544
288	сложные	сложный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1897.5441897.836
289	стереотипы	стереотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1897.8361898.128
290	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1898.1281898.42
291	двадцать	двадцать	NUM	_	Case=Acc	_	_	_	@mm1995f-words#@mm1995f#1898.421898.712
292	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1898.7121899.005
293	рано	рано	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1899.2921899.789
294	соро...	соро..отреть	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1899.9821900.375
295	сорок	сорок	NUM	_	Case=Nom	_	_	_	@mm1995f-words#@mm1995f#1900.3751900.768
296	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1900.7681901.161
297	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1901.1611901.554
298	поздно	поздно	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1901.5541901.95
299	э	эра	INTJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1902.2931902.563
300	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1902.5631902.833
301	значит	значит	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1902.8331903.103
302	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1903.1031903.373
303	дружбы	дружба	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1903.3731903.643
304	не	не	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1903.6431903.913
305	бывает	бывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1903.9131904.183
306	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1904.3661904.653
307	все	все	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1904.6531904.94
308	вот	вот	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1904.941905.227
309	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1905.2271905.514
310	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1905.5141905.801
311	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1905.8011906.088
312	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1906.0881906.375
313	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1906.3751906.662
314	свойственно	свойственный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1906.6621906.949
315	ммм	мм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1907.7271908.249
316	покапаться	покапаться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@mm1995f-words#@mm1995f#1908.6061909.673
317	уже	уже	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1910.0231910.411
318	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1910.4111910.799
319	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1928.0761928.302
320	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1928.3021928.528
321	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1928.5281928.754
322	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1928.7541928.98
323	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1928.981929.206
324	бы	бы	AUX	_	_	_	_	_	@mm1995f-words#@mm1995f#1929.2061929.432
325	так	так	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1929.4321929.658
326	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1929.6581929.884
327	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1929.8841930.11
328	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1930.111930.336
329	рада	рад	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1930.3361930.565
330	п	п	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1930.7111930.951
331	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1930.9511931.191
332	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1931.1911931.431
333	п...	п...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1931.4311931.671
334	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1931.6711931.911
335	прекрасно	прекрасно	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1931.9111932.151
336	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1932.1511932.396
337	э	эра	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1933.0891933.33
338	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1933.331933.571
339	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1933.5711933.812
340	здорово	здоровый	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1933.8121934.053
341	и	и	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1934.0531934.294
342	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1934.2941934.535
343	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1934.5351934.776
344	рада	рад	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1934.7761935.017
345	что	что	SCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1935.0171935.266
346	уфф	уфф	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1936.5161936.786
347	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1936.7861937.056
348	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1937.0561937.326
349	не	не	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1937.3261937.596
350	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1937.5961937.866
351	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1937.8661939.233
352	сложно	сложный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1939.3321939.702
353	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1939.7021940.072
354	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1940.0721940.442
355	э	эра	INTJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1940.4421940.815
356	на	на	ADP	_	_	_	_	_	@mm1995f-words#@mm1995f#1941.0971941.369
357	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1941.3691941.641
358	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1941.6411941.915
359	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1942.5341942.887
360	повезло	везти	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1942.8871943.24
361	с	с	ADP	_	_	_	_	_	@mm1995f-words#@mm1995f#1943.241943.593
362	моими	мой	DET	_	Case=Ins|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1943.5931943.946
363	поклонниками	поклонник	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1943.9461944.299
364	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1944.2991944.652
365	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1944.6521945.005
366	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1945.0051945.358
367	приходят	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1945.3581945.711
368	ст...	ст..отреть	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1945.7111946.064
369	тысячи	тысяча	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1946.0641946.417
370	сообщений	сообщение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1946.4171946.77
371	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1946.771947.123
372	прекрасных	прекрасный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1947.1231947.483
373	э	эра	X	_	Foreign=Yes	_	_	_	@mm1995f-words#@mm1995f#1948.0691948.376
374	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1948.3761948.683
375	что	что	SCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1948.6831948.99
376	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1948.991949.297
377	мм	миллиметр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1949.2971949.604
378	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1949.6041949.911
379	натыкаясь	натыкаться	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Mid	_	_	_	@mm1995f-words#@mm1995f#1949.9111950.218
380	на	на	ADP	_	_	_	_	_	@mm1995f-words#@mm1995f#1950.2181950.528
381	в	век	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1950.5641950.737
382	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1950.7371950.91
383	ну	ну	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1950.911951.083
384	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1951.0831951.256
385	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1951.2561951.429
386	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@mm1995f-words#@mm1995f#1951.4291951.602
387	свойственно	свойственный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mm1995f-words#@mm1995f#1951.6021951.775
388	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1951.7751951.948
389	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1951.9481952.121
390	да	да	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1952.1211952.301
391	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@mm1995f-words#@mm1995f#1952.3091952.725
392	приходят	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1952.7251953.141
393	миллионы	миллион	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1953.5611954.101
394	прекрасных	прекрасный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1954.1011954.641
395	слов	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1954.6411955.181
396	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1955.1811955.721
397	миллионы	миллион	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1955.7211956.261
398	восхищений	восхищение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1956.2611956.805
399	поддержки	поддержка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1957.2511957.973
400	но	но	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1958.2821958.587
401	вот	вот	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1958.5871958.892
402	одна	один	DET	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1958.8921959.197
403	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1959.1971959.502
404	какая-то	какой-то	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1959.5021959.807
405	вот	вот	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1959.8071960.112
406	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1960.1121960.417
407	вот	вот	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1960.4171960.722
408	иголочка	иголочка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1960.7221961.029
409	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1961.1621961.372
410	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@mm1995f-words#@mm1995f#1961.3721961.582
411	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1961.5821961.792
412	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1961.7921962.002
413	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mm1995f-words#@mm1995f#1962.0021962.212
414	начинаешь	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1962.2121962.422
415	переживать	переживать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1962.4221962.632
416	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1962.9651963.088
417	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1963.0881963.211
418	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1963.2111963.334
419	как	как	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1963.3341963.457
420	же	же	PART	_	_	_	_	_	@mm1995f-words#@mm1995f#1963.4571963.58
421	так	так	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1963.581963.703
422	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1963.7031963.826
423	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1963.8261963.949
424	чт...	чт...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1963.9491964.072
425	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1964.111964.419
426	ино...	ино...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1964.4191964.728
427	раньше	рано	ADV	_	Degree=Cmp	_	_	_	@mm1995f-words#@mm1995f#1964.7281965.037
428	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1965.0371965.346
429	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1965.3461965.655
430	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mm1995f-words#@mm1995f#1965.6551965.964
431	очень	очень	ADV	_	Degree=Pos	_	_	_	@mm1995f-words#@mm1995f#1965.9641966.273
432	задевало	задевать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1966.2731966.582
433	/	/	PUNCT	_	_	_	_	_	@mm1995f-words#@mm1995f#1966.5821966.891
434	и	и	CCONJ	_	_	_	_	_	@mm1995f-words#@mm1995f#1966.8911967.2
435	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mm1995f-words#@mm1995f#1967.21967.509
436	переживала	переживывать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mm1995f-words#@mm1995f#1967.5091967.824
